"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.audio_url0","Input.audio_url1","Input.audio_url2","Input.audio_url3","Input.audio_url4","Answer.wav0.1","Answer.wav0.2","Answer.wav0.3","Answer.wav0.4","Answer.wav0.5","Answer.wav1.1","Answer.wav1.2","Answer.wav1.3","Answer.wav1.4","Answer.wav1.5","Answer.wav2.1","Answer.wav2.2","Answer.wav2.3","Answer.wav2.4","Answer.wav2.5","Answer.wav3.1","Answer.wav3.2","Answer.wav3.3","Answer.wav3.4","Answer.wav3.5","Answer.wav4.1","Answer.wav4.2","Answer.wav4.3","Answer.wav4.4","Answer.wav4.5","Approve","Reject"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3H0W84IWBQY8OQKAPKX8QNG8CLQREZ","A3TYCJO2DG3RMH","Submitted","Sat Mar 06 22:53:14 PST 2021","Sat Mar 06 22:53:48 PST 2021","Tue Mar 09 22:53:48 PST 2021","","","","34","100% (97/97)","100% (56/56)","100% (56/56)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3HQUKB7LNLA7J6X9JGTKXMBFHSLHH9","A2683ZVNWI119A","Submitted","Sat Mar 06 22:55:35 PST 2021","Sat Mar 06 22:56:35 PST 2021","Tue Mar 09 22:56:35 PST 2021","","","","60","100% (160/160)","100% (160/160)","100% (160/160)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3IKZ72A5BACFF6SERO0XZLWYNPQFNR","AZCGF2D7QIO10","Submitted","Sun Mar 07 01:24:57 PST 2021","Sun Mar 07 01:25:29 PST 2021","Wed Mar 10 01:25:29 PST 2021","","","","32","100% (45/45)","100% (45/45)","100% (45/45)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","false","false","true","false","false","false","false","true"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3J88R45B2MUWIDVC7XJB9H10R9HPXI","A2GTBBZA2M82NR","Submitted","Sun Mar 07 00:07:36 PST 2021","Sun Mar 07 00:08:13 PST 2021","Wed Mar 10 00:08:13 PST 2021","","","","37","100% (19/19)","100% (19/19)","100% (19/19)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","true","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3KRVW3HTZTHI1TC0L7LWT5QD7PZSMC","A1RTSWQLSN8FKX","Submitted","Sat Mar 06 22:43:54 PST 2021","Sat Mar 06 22:44:23 PST 2021","Tue Mar 09 22:44:23 PST 2021","","","","29","100% (19/19)","100% (19/19)","100% (19/19)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","false","true","false","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3LPW2N6LKZY08ZJYIDZAR4XF6RV5UG","A173A97OFDAX9F","Submitted","Sat Mar 06 22:47:46 PST 2021","Sat Mar 06 22:52:06 PST 2021","Tue Mar 09 22:52:06 PST 2021","","","","260","100% (5/5)","100% (5/5)","100% (5/5)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3QEMNNSB23VTE1MVKBOIFO7NBXZ7DR","A3Q9H7A8J8GR01","Submitted","Sat Mar 06 23:51:29 PST 2021","Sat Mar 06 23:52:08 PST 2021","Tue Mar 09 23:52:08 PST 2021","","","","39","100% (19/19)","100% (19/19)","100% (19/19)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true","false","false","false","false","true"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3S96KQ6I9S0GCZJ2XERJKKZ50UODT7","A6KOTWP7N7RLU","Submitted","Sat Mar 06 23:15:54 PST 2021","Sat Mar 06 23:20:40 PST 2021","Tue Mar 09 23:20:40 PST 2021","","","","286","100% (40/40)","100% (40/40)","100% (40/40)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","true","false","false","true","false","false","false","false","true","false","false","false","false","false","true","false","false","false","false","true","false","false"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3X65QVEQI6JIOU5JO9UHEN76LHUCL7","A31Z5TPD8QKE26","Submitted","Sun Mar 07 00:20:14 PST 2021","Sun Mar 07 00:35:17 PST 2021","Wed Mar 10 00:35:17 PST 2021","","","","903","100% (44/44)","100% (44/44)","100% (44/44)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","true","false","false","false","true","false","false","false","true","false","false","false","false","false","true","false","false","false","false","false","true","false"
"359AP8GAHLGGMPJNUDO67YUILN6C7D","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3ZAZR5XV07E2TJMN3ALQM2I40QXCZL","A22DDO8NILSX6O","Submitted","Sat Mar 06 22:57:58 PST 2021","Sat Mar 06 23:02:54 PST 2021","Tue Mar 09 23:02:54 PST 2021","","","","296","100% (48/48)","100% (32/32)","100% (32/32)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/103.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/103.wav","false","false","false","false","true","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false"
"3YLTXLH3EK2W93Y3CRWOIBIJY9HPH6","3IRHJ9AYT6S2WDZY6Z7UD2TFLL5GNW","English computer generated audio naturalness assessment","Listen and evaluate audio naturalness by choosing values from 1(negative) to 5(positive).","audio, naturalness, rating","$0.12","Sat Mar 06 22:25:34 PST 2021","20","BatchId:4357717;OriginalHitTemplateId:928390811;","1200","259200","Sat Mar 20 23:25:34 PDT 2021","","","3018Q3ZVOOM5YD3Y9FVMU4QHR6AAR5","A3CAF7LTD3ORSG","Submitted","Sun Mar 07 03:12:00 PST 2021","Sun Mar 07 03:12:39 PST 2021","Wed Mar 10 03:12:39 PST 2021","","","","39","0% (0/0)","0% (0/0)","0% (0/0)","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c16/261.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/melgan/261.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/univnet-c32/261.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/hifi-gan/261.wav","https://kallavinka8045.github.io/is2021/wav_for_mos/tts/pwg/261.wav","false","false","false","true","false","false","false","true","false","false","false","false","false","false","true","false","false","false","false","true","false","false","true","false","false"
